iter	Passed	Remaining
601	118480	78330
602	118690	78143
603	118936	77978
604	119101	77760
605	119260	77538
606	119445	77334
607	119612	77118
608	119828	76934
609	120009	76727
610	120211	76534
611	120373	76315
612	120579	76124
613	120850	75974
614	121058	75784
615	121331	75634
616	121569	75463
617	121726	75241
618	121896	75028
619	122063	74813
620	122295	74637
621	122469	74426
622	122663	74228
623	122866	74034
624	123102	73861
625	123257	73639
626	123471	73452
627	123719	73286
628	123919	73091
629	124099	72884
630	124265	72668
631	124448	72463
632	124644	72266
633	124855	72077
634	125024	71864
635	125190	71649
636	125418	71470
637	125591	71260
638	125755	71044
639	125923	70831
640	126101	70624
641	126296	70426
642	126520	70245
643	126722	70051
644	126898	69843
645	127103	69651
646	127247	69425
647	127450	69232
648	127609	69015
649	127779	68804
650	127926	68581
651	128112	68379
652	128276	68165
653	128456	67960
654	128608	67740
655	128797	67540
656	128977	67335
657	129145	67124
658	129346	66930
659	129524	66724
660	129691	66513
661	129868	66307
662	130053	66105
663	130212	65890
664	130381	65680
665	130566	65479
666	130727	65265
667	130977	65096
668	131234	64930
669	131425	64731
670	131652	64551
671	131848	64354
672	132018	64145
673	132199	63942
674	132400	63748
675	132575	63542
676	132850	63383
677	133076	63201
678	133256	62997
679	133459	62804
680	133631	62596
681	133825	62399
682	134015	62200
683	134196	61997
684	134356	61784
685	134518	61572
686	134675	61358
687	134840	61148
688	135003	60937
689	135197	60740
690	135353	60527
691	135533	60324
692	135687	60109
693	135847	59898
694	136017	59690
695	136182	59482
696	136345	59272
697	136511	59063
698	136674	58854
699	136864	58656
700	137040	58452
701	137207	58244
702	137377	58038
703	137562	57838
704	137737	57634
705	137928	57437
706	138108	57235
707	138310	57043
708	138469	56832
709	138666	56638
710	138841	56434
711	139029	56236
712	139207	56034
713	139483	55871
714	139693	55681
715	139959	55514
716	140200	55337
717	140369	55131
718	140621	54957
719	140823	54764
720	141051	54581
721	141199	54367
722	141371	54163
723	141521	53950
724	141712	53752
725	141888	53550
726	142053	53343
727	142226	53139
728	142406	52938
729	142577	52734
730	142754	52532
731	142955	52338
732	143149	52143
733	143380	51960
734	143577	51766
735	143757	51565
736	144015	51392
737	144167	51181
738	144355	50983
739	144569	50794
740	144833	50623
741	145036	50430
742	145189	50220
743	145365	50018
744	145549	49818
745	145711	49612
746	145921	49421
747	146101	49221
748	146266	49015
749	146437	48812
750	146734	48650
751	146945	48460
752	147159	48271
753	147322	48065
754	147571	47887
755	147817	47708
756	148091	47538
757	148344	47360
758	148511	47155
759	148782	46984
760	148940	46776
761	149140	46582
762	149336	46386
763	149520	46186
764	149705	45987
765	149954	45808
766	150174	45620
767	150398	45432
768	150580	45232
769	150758	45031
770	150928	44828
771	151070	44616
772	151243	44414
773	151426	44214
774	151614	44016
775	151789	43815
776	151973	43616
777	152161	43418
778	152341	43218
779	152522	43019
780	152687	42814
781	152862	42613
782	153066	42420
783	153311	42238
784	153503	42042
785	153759	41863
786	153989	41677
787	154192	41483
788	154405	41292
789	154604	41097
790	154801	40902
791	154988	40703
792	155185	40508
793	155417	40322
794	155633	40131
795	155836	39938
796	156030	39741
797	156191	39537
798	156365	39335
799	156536	39134
800	156726	38937
801	156972	38753
802	157139	38550
803	157325	38353
804	157510	38154
805	157716	37961
806	157887	37759
807	158065	37560
808	158353	37386
809	158531	37186
810	158711	36986
811	158864	36781
812	159045	36582
813	159308	36402
814	159561	36219
815	159730	36017
816	159917	35820
817	160126	35627
818	160338	35435
819	160565	35246
820	160879	35076
821	161318	34932
822	161626	34760
823	161901	34580
824	162152	34396
825	162359	34201
826	162637	34022
827	162847	33828
828	163065	33635
829	163247	33436
830	163433	33237
831	163601	33034
832	163729	32824
833	163882	32619
834	164055	32418
835	164191	32209
836	164371	32010
837	164552	31810
838	164742	31613
839	164921	31413
840	165135	31220
841	165299	31018
842	165559	30833
843	165713	30629
844	165909	30433
845	166049	30226
846	166201	30022
847	166495	29843
848	166693	29647
849	166895	29452
850	167071	29252
851	167267	29055
852	167442	28855
853	167616	28655
854	167813	28459
855	168018	28264
856	168204	28066
857	168390	27868
858	168554	27667
859	168751	27471
860	168891	27265
861	169072	27067
862	169226	26864
863	169401	26665
864	169572	26465
865	169733	26263
866	169894	26062
867	170088	25865
868	170262	25666
869	170457	25470
870	170720	25284
871	170976	25097
872	171211	24907
873	171362	24704
874	171540	24505
875	171730	24308
876	171893	24108
877	172057	23907
878	172228	23708
879	172510	23524
880	172748	23333
881	172992	23144
882	173285	22960
883	173584	22778
884	173879	22594
885	174137	22405
886	174361	22212
887	174628	22025
888	174818	21827
889	175058	21636
890	175320	21447
891	175636	21265
892	175855	21071
893	176101	20879
894	176344	20688
895	176608	20499
896	176776	20298
897	176961	20100
898	177108	19897
899	177272	19696
900	177580	19512
901	177878	19326
902	178185	19140
903	178437	18949
904	178754	18764
905	179011	18572
906	179270	18381
907	179519	18189
908	179775	17997
909	180029	17805
910	180291	17613
911	180534	17419
912	180683	17217
913	180870	17018
914	181058	16819
915	181226	16619
916	181407	16419
917	181645	16225
918	181807	16024
919	182018	15827
920	182286	15635
921	182540	15442
922	182818	15251
923	183071	15057
924	183276	14860
925	183497	14663
926	183727	14468
927	183892	14267
928	184062	14067
929	184241	13867
930	184422	13668
931	184601	13468
932	184800	13270
933	184980	13071
934	185212	12875
935	185479	12682
936	185743	12488
937	186018	12295
938	186267	12100
939	186542	11906
940	186745	11708
941	187073	11518
942	187375	11326
943	187611	11129
944	187863	10933
945	188027	10733
946	188227	10534
947	188407	10334
948	188604	10135
949	188798	9936
950	189006	9738
951	189184	9538
952	189371	9339
953	189560	9140
954	189730	8940
955	189900	8740
956	190076	8540
957	190253	8340
958	190431	8141
959	190599	7941
960	190776	7742
961	190950	7542
962	191122	7343
963	191288	7143
964	191492	6945
965	191673	6746
966	191913	6549
967	192089	6350
968	192270	6151
969	192401	5950
970	192593	5752
971	192762	5552
972	192948	5354
973	193121	5155
974	193348	4957
975	193540	4759
976	193719	4560
977	193901	4361
978	194071	4162
979	194209	3963
980	194381	3764
981	194557	3566
982	194745	3367
983	194928	3169
984	195116	2971
985	195275	2772
986	195469	2574
987	195626	2376
988	195831	2178
989	195993	1979
990	196178	1781
991	196372	1583
992	196558	1385
993	196721	1187
994	196905	989
995	197082	791
996	197250	593
997	197438	395
998	197614	197
999	197804	0
